gene	B2_rep1
ENSG00000005801.12	818
ENSG00000005810.13	2674
ENSG00000005812.6	1518
ENSG00000005844.13	424
ENSG00000005882.7	101
ENSG00000005884.13	56
ENSG00000005889.11	2905
ENSG00000005893.11	4379
ENSG00000005955.8	1815
ENSG00000005981.8	64
ENSG00000006007.7	944
ENSG00000006015.13	689
ENSG00000006016.6	2705
ENSG00000006025.7	31
ENSG00000006042.7	798
ENSG00000006047.8	12
ENSG00000006062.9	72
ENSG00000006071.7	1
ENSG00000006114.11	1567
ENSG00000006118.10	3537
ENSG00000006125.12	8789
ENSG00000006125.12--ENSG00000234130.2	9
ENSG00000006194.6	902
ENSG00000006210.6	979
ENSG00000006282.15	1024
ENSG00000006283.13	11
ENSG00000006327.9	1046
ENSG00000006377.9	192
ENSG00000006432.11	550
ENSG00000006451.3	1103
ENSG00000006453.9	2181
ENSG00000006459.6	1471
ENSG00000006468.9	919
ENSG00000006530.11	1563
ENSG00000006534.11	115
ENSG00000006555.6	122
ENSG00000006576.12	844
ENSG00000006606.4	5
ENSG00000006607.9	965
ENSG00000006611.11	557
ENSG00000006625.13	1215
ENSG00000006625.13--ENSG00000196295.7	1
ENSG00000006634.3	2433
ENSG00000006634.3--ENSG00000235489.3	74
ENSG00000006638.7	37
ENSG00000006652.9	2900
ENSG00000006659.8	1
ENSG00000006695.6	578
ENSG00000006695.6--ENSG00000223544.1	1
ENSG00000006704.6	465
ENSG00000006712.10	2329
ENSG00000006715.11	1689
ENSG00000006740.12	4
ENSG00000006744.14	2844
ENSG00000006747.10	26
ENSG00000006756.11	193
ENSG00000006757.7	168
ENSG00000006831.9	3682
ENSG00000006837.7	28
ENSG00000007001.8	2
ENSG00000007047.10	600
ENSG00000007062.7	1851
ENSG00000007080.6	739
ENSG00000007168.8	3250
ENSG00000007202.10	8230
ENSG00000007216.10	3
ENSG00000007255.6	331
ENSG00000007314.7	3
ENSG00000007341.14	657
ENSG00000007372.16	212
ENSG00000007372.16--ENSG00000272286.1	4
ENSG00000007376.3	675
ENSG00000007384.11	357
ENSG00000007392.12	1014
ENSG00000007402.7	3
ENSG00000007516.9	5
ENSG00000007520.3	616
ENSG00000007541.10	208
ENSG00000007545.11	319
ENSG00000007545.11--ENSG00000261732.1	345
ENSG00000007866.14	511
ENSG00000007908.11	3
ENSG00000007923.11	2415
ENSG00000007933.8	1
ENSG00000007944.10	246
ENSG00000007952.13	65
ENSG00000007968.6	552
ENSG00000008018.8	6032
ENSG00000008083.9	989
ENSG00000008086.6	215
ENSG00000008128.18	177
ENSG00000008128.18--ENSG00000268575.1	195
ENSG00000008130.11	1733
ENSG00000008196.8	1
ENSG00000008226.15	1
ENSG00000008256.11	266
ENSG00000008277.10	157
ENSG00000008282.3	1225
ENSG00000008283.11	28
ENSG00000008294.16	4279
ENSG00000008300.10	135
ENSG00000008311.10	698
ENSG00000008323.11	373
ENSG00000008324.6	577
ENSG00000008382.11	97
ENSG00000008394.8	5400
ENSG00000008405.7	1370
ENSG00000008441.12	294
ENSG00000008513.10	616
ENSG00000008516.12	1
ENSG00000008517.12	931
ENSG00000008710.13	1017
ENSG00000008710.13--ENSG00000183458.9	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000188599.13--ENSG00000270580.1--ENSG00000250251.2	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000188599.13--ENSG00000270580.1--ENSG00000250251.2--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5--ENSG00000233024.3--ENSG00000254681.2	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000188599.13--ENSG00000270580.1--ENSG00000250251.2--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5--ENSG00000254681.2	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000244257.4--ENSG00000183889.8--ENSG00000214940.4--ENSG00000205746.5	25
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000244257.4--ENSG00000183889.8--ENSG00000214940.4--ENSG00000205746.5--ENSG00000233024.3--ENSG00000254681.2	5
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5	4
ENSG00000008710.13--ENSG00000183458.9--ENSG00000183426.11--ENSG00000250251.2--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5--ENSG00000254681.2	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000183889.8--ENSG00000205746.5	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000183889.8--ENSG00000205746.5--ENSG00000254681.2	4
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000205746.5--ENSG00000254681.2	14
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000254681.2	2
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000227827.3--ENSG00000205746.5	5
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000227827.3--ENSG00000205746.5--ENSG00000254681.2	18
ENSG00000008710.13--ENSG00000183458.9--ENSG00000244257.4--ENSG00000254681.2	16
ENSG00000008710.13--ENSG00000183458.9--ENSG00000250251.2	1
ENSG00000008710.13--ENSG00000183458.9--ENSG00000250251.2--ENSG00000244257.4--ENSG00000205746.5--ENSG00000254681.2	21
ENSG00000008710.13--ENSG00000183458.9--ENSG00000250251.2--ENSG00000244257.4--ENSG00000227827.3--ENSG00000205746.5--ENSG00000254681.2	57
ENSG00000008710.13--ENSG00000188599.13--ENSG00000270580.1--ENSG00000250251.2	7
ENSG00000008710.13--ENSG00000188599.13--ENSG00000270580.1--ENSG00000250251.2--ENSG00000227827.3--ENSG00000205746.5	1
ENSG00000008710.13--ENSG00000188599.13--ENSG00000270580.1--ENSG00000250251.2--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5	1
ENSG00000008710.13--ENSG00000205746.5	7
ENSG00000008710.13--ENSG00000227827.3	1
ENSG00000008710.13--ENSG00000227827.3--ENSG00000205746.5--ENSG00000254681.2	1
ENSG00000008710.13--ENSG00000227827.3--ENSG00000254681.2	13
ENSG00000008710.13--ENSG00000244257.4--ENSG00000183889.8--ENSG00000205746.5	5
ENSG00000008710.13--ENSG00000244257.4--ENSG00000183889.8--ENSG00000205746.5--ENSG00000254681.2	8
ENSG00000008710.13--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000205746.5	1
ENSG00000008710.13--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000205746.5--ENSG00000254681.2	2
ENSG00000008710.13--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5	2
ENSG00000008710.13--ENSG00000244257.4--ENSG00000183889.8--ENSG00000227827.3--ENSG00000214940.4--ENSG00000205746.5--ENSG00000254681.2	3
ENSG00000008710.13--ENSG00000244257.4--ENSG00000227827.3--ENSG00000205746.5	1
ENSG00000008710.13--ENSG00000250251.2	2
ENSG00000008710.13--ENSG00000250251.2--ENSG00000227827.3	3
ENSG00000008710.13--ENSG00000250251.2--ENSG00000244257.4--ENSG00000183889.8--ENSG00000205746.5--ENSG00000254681.2	5
ENSG00000008710.13--ENSG00000254681.2	9
ENSG00000008735.10	42
ENSG00000008838.13	1461
ENSG00000008853.12	469
ENSG00000008869.7	1036
ENSG00000008952.12	3017
ENSG00000008988.5	17902
ENSG00000008988.5--ENSG00000243802.2	1
ENSG00000008988.5--ENSG00000243802.2--ENSG00000244086.1	5
ENSG00000008988.5--ENSG00000244086.1	3
ENSG00000009307.11	29490
ENSG00000009335.13	4049
ENSG00000009413.11	2447
ENSG00000009694.9	175
ENSG00000009724.12	10
ENSG00000009765.10	23
ENSG00000009780.11	195
ENSG00000009830.7	345
ENSG00000009844.11	3538
ENSG00000009950.11	88
ENSG00000009954.6	6404
ENSG00000010017.9	1394
ENSG00000010072.11	799
ENSG00000010165.15	683
ENSG00000010219.9	87
ENSG00000010244.12	4819
ENSG00000010256.6	5735
ENSG00000010270.9	866
ENSG00000010278.7	153
ENSG00000010292.8	9108
ENSG00000010295.15	485
ENSG00000010310.4	19
ENSG00000010318.15	50
ENSG00000010319.2	14
ENSG00000010322.11	480
ENSG00000010327.6	2
ENSG00000010361.9	1
ENSG00000010379.11	15
ENSG00000010404.13	190
ENSG00000010404.13--ENSG00000176289.4	7
ENSG00000010404.13--ENSG00000241489.3	135
ENSG00000010404.13--ENSG00000241489.3--ENSG00000235703.1	2
ENSG00000010404.13--ENSG00000241489.3--ENSG00000241769.3	1
ENSG00000010404.13--ENSG00000241489.3--ENSG00000241769.3--ENSG00000235703.1	9
ENSG00000010438.12	1
ENSG00000010539.7	242
ENSG00000010626.10	127
ENSG00000010671.11	7
ENSG00000010704.14	125
ENSG00000010803.12	926
ENSG00000010810.13	1649
ENSG00000010818.4	1165
ENSG00000010932.11	1
ENSG00000011007.8	1185
ENSG00000011009.6	2014
ENSG00000011021.17	958
ENSG00000011021.17--ENSG00000242349.1	1
ENSG00000011105.7	1436
ENSG00000011114.10	1446
ENSG00000011132.7	368
ENSG00000011143.12	182
ENSG00000011198.3	448
ENSG00000011201.6	17
ENSG00000011243.13	1342
ENSG00000011258.11	769
ENSG00000011260.9	1221
ENSG00000011275.14	2440
ENSG00000011295.11	1093
ENSG00000011295.11--ENSG00000243686.2	3
ENSG00000011304.12	11848
ENSG00000011332.15	43
ENSG00000011347.5	1568
ENSG00000011376.5	1646
ENSG00000011405.9	4627
ENSG00000011422.7	56
ENSG00000011426.6	9074
ENSG00000011451.13	1066
ENSG00000011454.12	1366
ENSG00000011465.12	1
ENSG00000011478.7	382
ENSG00000011485.10	2409
ENSG00000011523.9	466
ENSG00000011566.10	2219
ENSG00000011600.7	1
ENSG00000011638.6	21
ENSG00000012048.15	2187
ENSG00000012061.11	1004
ENSG00000012124.10	6
ENSG00000012171.13	330
ENSG00000012174.7	1107
ENSG00000012174.7--ENSG00000230797.2	33
ENSG00000012211.8	230
ENSG00000012223.8	7
ENSG00000012232.4	1456
ENSG00000012504.9	6919
ENSG00000012660.9	4633
ENSG00000012822.11	527
ENSG00000012963.9	544
ENSG00000012983.7	714
ENSG00000013016.10	46
ENSG00000013275.3	6876
ENSG00000013288.4	1420
ENSG00000013297.6	12
ENSG00000013306.11	3291
ENSG00000013364.14	168
ENSG00000013374.11	2041
ENSG00000013375.11	7337
ENSG00000013392.6	273
ENSG00000013441.11	988
ENSG00000013503.5	1717
ENSG00000013523.5	225
ENSG00000013561.13	1098
ENSG00000013563.9	174
ENSG00000013573.12	1056
ENSG00000013583.4	258
ENSG00000013588.5	67
ENSG00000013619.9	45
ENSG00000013810.14	3256
ENSG00000013810.14--ENSG00000218422.2	44
ENSG00000014123.9	2334
ENSG00000014138.4	721
ENSG00000014164.6	484
ENSG00000014216.11	1986
ENSG00000014641.13	2519
ENSG00000014824.9	2930
ENSG00000014914.15	24
ENSG00000014919.8	1414
ENSG00000015133.14	996
ENSG00000015153.10	511
ENSG00000015171.14	2647
ENSG00000015285.6	15
ENSG00000015475.14	1222
ENSG00000015479.13	17403
ENSG00000015520.10	510
ENSG00000015532.5	721
ENSG00000015568.8	2
ENSG00000015568.8--ENSG00000169629.7	2
ENSG00000015568.8--ENSG00000183054.7	551
ENSG00000015568.8--ENSG00000183054.7--ENSG00000169629.7	944
ENSG00000015676.13	1577
ENSG00000016082.10	24
ENSG00000016391.6	803
ENSG00000016490.11	1
ENSG00000016602.8	1
ENSG00000016864.12	293
ENSG00000017260.15	2290
ENSG00000017373.11	93
ENSG00000017427.11	2
ENSG00000017483.10	27
ENSG00000017621.11	81
ENSG00000017797.7	2426
ENSG00000018189.8	831
ENSG00000018236.10	10
ENSG00000018280.12	7
ENSG00000018408.10	288
ENSG00000018510.8	6469
ENSG00000018610.9	772
ENSG00000018625.10	16
ENSG00000018699.7	1017
ENSG00000018869.12	172
ENSG00000019144.12	784
ENSG00000019169.9	4
ENSG00000019186.5	16
ENSG00000019485.8	33
ENSG00000019582.10	25
ENSG00000019991.11	8
ENSG00000019995.6	2191
ENSG00000020129.11	712
ENSG00000020181.13	18
ENSG00000020256.15	945
ENSG00000020426.6	653
ENSG00000020577.9	186
ENSG00000020633.14	11
ENSG00000020922.8	580
ENSG00000021300.9	411
ENSG00000021355.8	1847
ENSG00000021461.12	1
ENSG00000021488.8	14
ENSG00000021574.7	1338
ENSG00000021645.13	2
ENSG00000021776.6	3272
ENSG00000021826.10	313
ENSG00000021852.8	83
ENSG00000022267.12	3
ENSG00000022277.8	1672
ENSG00000022277.8--ENSG00000124103.8	317
ENSG00000022567.5	1306
ENSG00000022840.11	3389
ENSG00000022976.11	221
ENSG00000023041.7	1059
ENSG00000023171.10	10
ENSG00000023191.12	1836
ENSG00000023228.9	6905
ENSG00000023228.9--ENSG00000237580.1	52
ENSG00000023287.8	2967
ENSG00000023318.7	2497
ENSG00000023330.10	2486
ENSG00000023445.9	53
ENSG00000023516.7	1507
ENSG00000023572.4	487
ENSG00000023608.4	139
ENSG00000023697.8	1747
ENSG00000023734.6	6560
ENSG00000023839.6	4299
ENSG00000023892.9	81
ENSG00000023902.9	721
ENSG00000023909.5	4669
ENSG00000024048.6	2019
ENSG00000024422.7	23
ENSG00000024526.12	2425
ENSG00000024526.12--ENSG00000232486.1	1
ENSG00000024526.12--ENSG00000259358.1	60
ENSG00000024862.12	254
ENSG00000025039.10	1525
ENSG00000025156.8	867
ENSG00000025293.11	1778
ENSG00000025423.7	24
ENSG00000025434.14	586
ENSG00000025708.8	68
ENSG00000025770.14	2054
ENSG00000025772.7	1895
ENSG00000025796.9	3104
ENSG00000025800.9	4964
ENSG00000025800.9--ENSG00000250135.1	353
ENSG00000026025.9	14585
ENSG00000026036.16	35
ENSG00000026036.16--ENSG00000243509.4	14
ENSG00000026103.15	3
ENSG00000026297.11	234
ENSG00000026508.12	58
ENSG00000026652.9	2
ENSG00000026950.12	191
ENSG00000027001.7	310
ENSG00000027075.9	19
ENSG00000027697.8	1218
ENSG00000027847.9	865
ENSG00000027869.7	35
ENSG00000028116.12	847
ENSG00000028137.12	2
ENSG00000028203.13	2023
ENSG00000028277.16	27
ENSG00000028310.13	593
ENSG00000028528.10	1328
ENSG00000028839.5	699
ENSG00000029153.10	681
ENSG00000029363.11	10285
ENSG00000029364.7	3097
ENSG00000029534.15	11
ENSG00000029559.5	8
ENSG00000029639.6	369
ENSG00000029725.12	2591
ENSG00000029993.10	1608
ENSG00000030066.9	3343
ENSG00000030110.8	512
ENSG00000030110.8--ENSG00000175730.7	43
ENSG00000030304.8	5
ENSG00000030419.12	7
ENSG00000030582.12	3232
ENSG00000031003.6	568
ENSG00000031081.6	43
ENSG00000031691.6	294
ENSG00000031698.8	2858
ENSG00000031823.10	2012
ENSG00000032219.14	745
ENSG00000032389.8	517
ENSG00000032444.11	1215
ENSG00000032742.13	247
ENSG00000033011.7	910
ENSG00000033030.9	1295
ENSG00000033050.3	3576
ENSG00000033100.10	1212
ENSG00000033100.10--ENSG00000211517.1	3
ENSG00000033170.12	243
ENSG00000033178.8	3277
ENSG00000033327.8	439
ENSG00000033627.10	1745
ENSG00000033627.10--ENSG00000256929.1	1
ENSG00000033800.9	2537
ENSG00000033867.12	7661
ENSG00000034053.10	488
ENSG00000034063.9	2736
ENSG00000034152.14	356
ENSG00000034510.4	24514
ENSG00000034533.7	205
ENSG00000034677.7	884
ENSG00000034693.10	1063
ENSG00000034713.3	801
ENSG00000035115.17	59
ENSG00000035141.3	2576
ENSG00000035403.12	3414
ENSG00000035499.8	1886
ENSG00000035664.7	91
ENSG00000035681.3	640
ENSG00000035687.9	2425
ENSG00000035687.9--ENSG00000267312.1	1
ENSG00000035862.8	463
ENSG00000035862.8--ENSG00000178404.5	9
ENSG00000035928.10	4730
ENSG00000036054.8	1288
ENSG00000036257.8	3363
ENSG00000036473.6	15
ENSG00000036530.4	1
ENSG00000036549.8	3335
ENSG00000036672.11	102
ENSG00000037042.8	145
ENSG00000037241.3	1031
ENSG00000037241.3--ENSG00000236264.3	57
ENSG00000037280.11	1
ENSG00000037474.10	3367
ENSG00000037637.6	861
ENSG00000037749.7	2251
ENSG00000037757.9	820
ENSG00000037757.9--ENSG00000104979.4	1
ENSG00000037897.12	802
ENSG00000037897.12--ENSG00000176812.7	1
ENSG00000037965.4	42
ENSG00000038002.4	538
ENSG00000038210.9	3280
ENSG00000038219.8	3791
ENSG00000038274.12	1172
ENSG00000038295.3	1
ENSG00000038358.10	3556
ENSG00000038358.10--ENSG00000263126.1	284
ENSG00000038382.13	2591
ENSG00000038427.11	8601
ENSG00000038532.10	664
ENSG00000038945.10	15
ENSG00000039068.14	1875
ENSG00000039123.11	3158
ENSG00000039139.9	21
ENSG00000039319.12	2419
ENSG00000039523.13	887
ENSG00000039537.9	8
ENSG00000039560.9	5598
ENSG00000039650.5	533
ENSG00000039987.2	4
ENSG00000040199.14	1200
ENSG00000040275.12	1591
ENSG00000040341.13	1676
ENSG00000040341.13--ENSG00000258677.2	60
ENSG00000040487.8	540
ENSG00000040531.10	458
ENSG00000040608.9	266
ENSG00000040633.8	1553
ENSG00000040933.11	871
ENSG00000041353.5	129
ENSG00000041357.11	7862
ENSG00000041515.11	12
ENSG00000041802.6	2257
ENSG00000041880.10	116
ENSG00000041982.10	1
ENSG00000041988.11	351
ENSG00000042062.7	16
ENSG00000042088.9	627
ENSG00000042286.10	469
ENSG00000042317.12	102
ENSG00000042429.6	922
ENSG00000042445.9	804
ENSG00000042493.11	732
ENSG00000042753.7	1009
ENSG00000042781.8	40
ENSG00000042832.7	26
ENSG00000042980.8	53
ENSG00000043093.9	2027
ENSG00000043143.16	1015
ENSG00000043355.6	78
ENSG00000043514.11	593
ENSG00000043591.4	31
ENSG00000044012.3	1
ENSG00000044090.4	936
ENSG00000044115.16	7148
ENSG00000044446.7	1144
ENSG00000044459.10	1026
ENSG00000044524.6	2
ENSG00000044574.7	16452
ENSG00000046604.8	1026
ENSG00000046647.9	71
ENSG00000046651.10	326
ENSG00000046653.10	1
ENSG00000046889.14	3
ENSG00000047056.10	467
ENSG00000047188.11	1033
ENSG00000047230.10	1121
ENSG00000047249.12	485
ENSG00000047315.10	6512
ENSG00000047346.8	580
ENSG00000047365.7	1
ENSG00000047410.9	9601
ENSG00000047457.9	3066
ENSG00000047457.9--ENSG00000253525.1	26
ENSG00000047578.8	491
ENSG00000047579.15	107
ENSG00000047617.10	2
ENSG00000047621.7	1279
ENSG00000047634.10	293
ENSG00000047644.13	1
ENSG00000047662.4	12
ENSG00000047849.17	9447
ENSG00000047932.9	2786
ENSG00000047936.6	132
ENSG00000047936.6--ENSG00000047932.9	2
ENSG00000048028.7	756
ENSG00000048052.17	133
ENSG00000048140.13	387
ENSG00000048162.15	1017
ENSG00000048342.11	340
ENSG00000048392.7	847
ENSG00000048405.5	1180
ENSG00000048471.9	339
ENSG00000048540.10	21
ENSG00000048544.5	1728
ENSG00000048649.9	1111
ENSG00000048649.9--ENSG00000219529.2	2
ENSG00000048707.9	1778
ENSG00000048828.12	4275
ENSG00000048991.12	2378
ENSG00000049089.9	579
ENSG00000049130.9	1722
ENSG00000049167.9	607
ENSG00000049167.9--ENSG00000215032.2	53
ENSG00000049192.10	123
ENSG00000049239.8	1916
ENSG00000049245.8	2682
ENSG00000049246.10	17
ENSG00000049249.4	67
ENSG00000049283.13	22
ENSG00000049283.13--ENSG00000006282.15	1
ENSG00000049319.2	4
ENSG00000049323.11	794
ENSG00000049449.4	891
ENSG00000049449.4--ENSG00000214455.3	76
ENSG00000049540.12	3
ENSG00000049541.6	1362
ENSG00000049618.17	2256
ENSG00000049656.9	2872
ENSG00000049759.12	3393
ENSG00000049768.10	2
ENSG00000049769.8	96
ENSG00000049860.9	1874
ENSG00000049883.10	175
ENSG00000050030.9	1
ENSG00000050130.13	1010
ENSG00000050165.13	179
ENSG00000050327.10	260
ENSG00000050344.8	1058
ENSG00000050393.7	1410
ENSG00000050405.9	2068
ENSG00000050426.11	707
ENSG00000050438.12	5
ENSG00000050628.16	5
ENSG00000050748.13	1675
ENSG00000050820.12	2479
ENSG00000051009.6	355
ENSG00000051108.10	2700
ENSG00000051128.14	482
ENSG00000051180.12	392
ENSG00000051341.9	1755
ENSG00000051382.4	1219
ENSG00000051523.6	4781
ENSG00000051596.5	1113
ENSG00000051596.5--ENSG00000170089.11	3171
ENSG00000051620.6	2515
ENSG00000051825.10	1585
ENSG00000052126.10	2471
ENSG00000052344.11	6
ENSG00000052723.7	3362
ENSG00000052749.9	2495
ENSG00000052795.8	2694
ENSG00000052802.8	8141
ENSG00000052841.10	3412
ENSG00000052850.5	4
ENSG00000053108.12	1
ENSG00000053254.11	2391
ENSG00000053254.11--ENSG00000259053.1	10
ENSG00000053328.8	24
ENSG00000053371.8	904
ENSG00000053372.4	2683
ENSG00000053501.8	215
ENSG00000053524.7	3
ENSG00000053747.11	212
ENSG00000053770.7	1053
ENSG00000053900.6	1387
ENSG00000054116.7	1331
ENSG00000054118.9	6446
ENSG00000054148.13	2685
ENSG00000054179.7	12
ENSG00000054219.9	37
ENSG00000054267.16	1984
ENSG00000054277.8	754
ENSG00000054282.11	434
ENSG00000054392.8	35
ENSG00000054523.12	4049
ENSG00000054523.12--ENSG00000264501.1	40
ENSG00000054598.5	52
ENSG00000054611.9	647
ENSG00000054654.11	789
ENSG00000054690.9	204
ENSG00000054793.9	2308
ENSG00000054938.11	1
ENSG00000054965.6	871
ENSG00000054967.8	291
ENSG00000054983.12	553
ENSG00000055044.6	2985
ENSG00000055070.12	3796
ENSG00000055118.10	8
ENSG00000055130.11	3448
ENSG00000055147.13	815
ENSG00000055163.14	13
ENSG00000055208.13	2564
ENSG00000055211.8	739
ENSG00000055332.12	1250
ENSG00000055483.15	1534
ENSG00000055609.13	4579
ENSG00000055609.13--ENSG00000166157.12--ENSG00000187172.11	24
ENSG00000055609.13--ENSG00000187172.11	45
ENSG00000055732.8	27
ENSG00000055917.11	3666
ENSG00000055950.12	1501
ENSG00000055955.11--ENSG00000243696.4	2
ENSG00000055957.6	14
ENSG00000056050.6	464
ENSG00000056097.11	7203
ENSG00000056277.11	705
ENSG00000056291.13	7
ENSG00000056558.6	24
ENSG00000056586.11	2166
ENSG00000056661.9	453
ENSG00000056736.5	925
ENSG00000056972.14	126
ENSG00000056998.14	1207
ENSG00000057019.11	3149
ENSG00000057252.8	3241
ENSG00000057294.9	1226
ENSG00000057468.6	9
ENSG00000057593.9	505
ENSG00000057608.12	11810
ENSG00000057657.10	97
ENSG00000057663.8	1800
ENSG00000057704.6	384
ENSG00000057757.5	928
ENSG00000057935.9	578
ENSG00000058056.4	1361
ENSG00000058063.11	2554
ENSG00000058085.10	59
ENSG00000058091.12	985
ENSG00000058262.5	17506
ENSG00000058272.11	3849
ENSG00000058453.12	172
ENSG00000058600.11	1553
ENSG00000058668.10	649
ENSG00000058673.11	5553
ENSG00000058673.11--ENSG00000214558.3	246
ENSG00000058673.11--ENSG00000215817.3	174
ENSG00000058673.11--ENSG00000215817.3--ENSG00000214558.3	89
ENSG00000058673.11--ENSG00000257315.1	475
ENSG00000058729.6	1082
ENSG00000058799.9	492
ENSG00000058804.10	5570
ENSG00000058866.10	90
ENSG00000059122.12	556
ENSG00000059145.14	1272
ENSG00000059377.11	22
ENSG00000059378.8	634
ENSG00000059573.4	8463
ENSG00000059588.5	934
ENSG00000059691.7	733
ENSG00000059728.6	636
ENSG00000059758.3	2252
ENSG00000059769.15	431
ENSG00000059769.15--ENSG00000244115.1	30
ENSG00000059769.15--ENSG00000244115.1--ENSG00000242616.3	673
ENSG00000059769.15--ENSG00000244115.1--ENSG00000242616.3--ENSG00000254719.1	2
ENSG00000059804.11	4
ENSG00000059915.12	8
ENSG00000060069.12	552
